CMSA,DIVISION,METRO3,REGION,SMSA,ACCESS,AIR,AIRSYS,BATHS,BEDRMS,BUILT,BURNER,BUSPER,CELLAR,CLIMB,CONDO,COOK,DENS,DINING,DIRAC,DISH,DISPL,DRSHOP,DRY,EBAR,ELEV,EXCLUS,FAMRM,FLOORS,FLOT,FPINS,FPLWK,FRPL,FRPLI,FRSTOC,GARAGE,HALFB,HOTPIP,INCP,KEXCLU,KITCH,KITCHEN,LAUNDY,LIVING,LOT,MOBILTYP,MOPERM,MOSALL,MOSAPR,MOSAUG,MOSDEC,MOSFEB,MOSJAN,MOSJUL,MOSJUN,MOSMAR,MOSMAY,MOSNOV,MOSOCT,MOSSEP,NEWC,NUMAIR,NUNIT2,NUNITS,OARSYS,OTBUP,OTHFN,OTHRUN,OVEN,OWNLOT,PHONE,PLUGS,PORCH,PREOCC,PUBSEW,RECRM,REFR,ROOMS,SEWDIS,SEWDUS,SHARAT,SHARFR,SINHV,SINK,SINVV,SOTHV,SRECV,SRENTV,SSELV,STEAM,TENURE,TIMSHR,TRASH,TUB,TYPE,UNITSF,VACANC2,VACANC2B,VACANCY,WASH,WATER,WATERD,WELDUS,WELL,WHNGET,YRRND,BLDMNT,BLEAK,BSINK,CRACKS,DISAS,EBOARD,EBROKE,ECRUMB,EGOOD,EHOLER,ELEVWK,EMISSR,EMISSW,EROACH,ESAGR,ESLOPW,EVROD,EXPOSE,FREEZE,GRDMNT,HOLES,HOWH,IFBLOW,IFCOLD,IFDRY,IFSEW,IFTLT,ILEAK,LEAK,M12ROACH,M12ROD,MAJR1,MAJR2,MAJR3,MICE,MINR1,MINR2,MINR3,NLEAK1,NLEAK2,NOTSUR,NOWIRE,NUMBLOW,NUMCOLD,NUMDRY,NUMSEW,NUMTLT,OTHCLD,OTLEAK,PILEAK,PLEAK,PLUMB,RATFREQ,RATS,RLEAK,ROACHFRQ,TOILET,TREP,WATERS,WHYCD1,WHYCD2,WHYCD3,WHYCD4,WHYCD5,WLEAK,WTRHRL,ZADEQ,AMTI,AMTT,AMTW,AMTX,BUYI,BUYT,BUYT2,BUYW,BUYW2,CLPEVA,CONFEE,CPRICE,CSTMNT,DOWNPCT,DWNPAY,FLRENT,FMHOTF,FRENT,HELC,HELCN,HELUMN,HELUMP,HUDADMIN,HUDSAMP,IFFEE,INCS,LANPMT,LOOKHS,LOOKNS,LPRICE,LRENT,LVALUE,MCNT,MG,MHOTFE,NUMMOR,POOR,PRENT,PRIN01,PROJ,PVALUE,RAM,RCNTRL,REGMOR,RENT,RNTADJ,TADJ,TXRE,VALUE,VCHRMOV,ZSMHC,APPLY,CUSHOM,DLINE1,ELDER,FRSTHO,HCARE,HDSB,HERRND,HHAGE,HHCITSHP,HHEAR,HHGRAD,HHINUSYR,HHKIDU18,HHLDKID,HHMAR,HHNATVTY,HHPAR,HHPCARE,HHPERRND,HHPHEAR,HHPLINE,HHPMEMRY,HHPSEE,HHPWALK,HHRACE,HHREL,HHSEX,HHSPAN,HHSPOS,HHTEN,HMEMRY,HSEE,HWALK,KIDU18,LANG,MOVEDLY,NONREL,NOSTEP,NROWNR,NRPAYM,PER,PERSINT,RESPTYP,SAMEHH,SAMEHH2,SNITEV,STATUS,ZADULT,ZMVGRP,CROPSL,HHPQALIM,HHPQDIV,HHPQINT,HHPQOTHER,HHPQRENT,HHPQRETIR,HHPQSAL,HHPQSELF,HHPQSS,HHPQSSI,HHPQWELF,HHPQWKCMP,HHPVOTHER,HHSAL,LODG,QALIM,QDIV,QFS1,QINT,QOTHER,QRENT,QRETIR,QSELF,QSS,QSSI,QWELF,QWKCMP,SUBRNT,VCHER,VOTHER,VOTHER2,ZINC,ZINC2,ZINCH,ZINCN
'99','89','1','4','7400','1',2,'1',3,4,1975,'-6',0,4,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',0,0,2,'-6','-6',1,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,2,5500,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',8,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,2450,'-6','-6',-6,'1','1','-6','5','-6',1982,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',9,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',1000,360,480,2050,'1','-6','-6','-6','-6',38,-6,-6,300,'3','2',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',150000,-6,-6,1,'1',-6,1,385,-6,1950,'-6',-6,'-6','-6',1,-6,'-6','-6','2',800000,'-6',2485,'-6','-6',2,0,'2','2','2','2',62,'1','2',45,-6,0,0,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','1',2,'1','2','2','2',1,'1','2',0,'1','2','2',3,'2','1','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,20000,-6,'2','2','-6','2','2','2','1','2','1','2','2','2','-6','-6',51574,51574,71574,71574,'1',-6
'99','89','1','4','7360','1',2,'2',1,0,1960,'-6',0,-6,0,'1','1',0,0,-6,'2','1','2','1','-6','2',0,0,3,'-6','1',1,'-9','1','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',24,'-6','-6',0,0,'-6','-6','1','1','1','2','1',0,'1',2,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','1','-6','1','1',1,791,'-6','-6',-6,'1','1','-6','5','-6',1999,'-6','-6','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','1','-6','2',7,'2','2','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','1','2','2','2','2','-6','-6','1',900,-6,-6,2050,'1','2','-6','2','-6',-6,455,-6,250,'5','2',-6,-6,-6,'2',-6,-6,'2','-6','2','1','-6','-6','-6','-6',250000,-6,-6,-6,'2',-6,-6,498,-6,-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','2',300000,'-6',748,'-6','-6',1,0,'2','2','2','2',56,'4','2',45,1986,0,0,'5','238',-6,'2','2','2',1,'2','2','2','04',2,'1','2',-6,'1','2','2','2',0,'1','2',0,'2','2','2',1,'1','1','2','5','-6','1',1,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,60000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-13,-13,59987,59987,'1',-6
'99','89','2','4','7400','1',1,'2',1,2,1960,'-6',0,-6,1,'1','1',0,0,0,'1','1','-6','2','-6','1',2,0,2,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',1,'3',4,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,900,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','2','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','1','2',8,'2','-6','2','2','2','2','2','-6','-6','1','1','3','-6','1','1','3','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,333,-6,-6,'-6',-6,'-6','2',-6,1295,'2','-6','-6',-6,'-6',1332,'-6','-6',1,0,'-6','2','2','2',34,'1','2',40,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','01',2,'1','2',-6,'1','2','2','2',0,'1','2',0,'2','-6','-6',1,'2','1','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,40000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-13,-13,39987,39987,'1',-6
'99','89','1','4','5775','1',2,'2',1,2,2002,'-6',0,-6,1,'3','1',0,0,-6,'2','2','-6','1','-6','1',0,0,3,'-6','-6',2,'-6','-6','1','2',0,'1','2','1',1,'1',1,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',3,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,-7,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','3','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','1','-6','1','1','2',1,'2','1','2','2','2','2','2','-6','1','2','2','1','1','2','2','1','-6','-6','2','1','-6','1','-6','-6','-6','2','-6','-6','-6','1','1','2','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','1','1','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,27,66,-6,'1',-6,'-6','-6',-6,66,'-9','-6','-6',-6,'-6',134,'1','-6',1,0,'-6','2','2','2',36,'1','2',37,-6,3,3,'5','057',-9,'2','2','2',1,'2','2','2','02',1,'2','2',-9,'1','2','2','2',3,'1','2',0,'1','-6','-6',4,'1','6','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','2','2','2','2','1','2',6312,0,-6,'2','2','1','2','2','2','2','2','2','2','1','2','1','2',6299,6299,6299,6299,'1',-6
'99','89','1','4','7400','1',1,'2',1,2,1960,'-6',0,-6,0,'1','1',0,0,-6,'2','1','-6','2','-6','1',0,0,2,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',1,'3',16,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,700,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','2','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','2','2',5,'1','-6','2','2','2','2','2','-6','-6','3','3','1','-6','3','3','1','-6','-6','-6','1','1','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',360,-6,-6,-6,'1','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','3','2',-6,-6,-6,-6,'-6',-6,-6,255,-6,-6,'-6',-6,'-6','2',-6,1249,'2','-6','-6',-6,'-6',1319,'-6','-6',6,0,'-6','2','2','2',52,'5','2',32,2000,0,0,'1','315',-9,'2','2','2',2,'2','2','2','01',1,'2','1',6,'1','2','2','2',1,'1','2',0,'2','-6','-6',4,'2','6','1','1','-6','1',3,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,28000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-39,-39,61961,61961,'2',25000
'99','89','1','4','8720','1',2,'1',2,3,2004,'-6',0,4,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',0,1,2,'-6','1',1,'-9','1','2','1',1,'1','-6','-6',1,'1',0,1,3200,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'2',1,'2','2',1,0,'-6','-6','1','1','1','2','1',0,'1',8,'-6','-6','2','2','-6','1','-6','-6','-6','-6','-6','2','1','-6','1','1',1,2200,'-6','-6',-6,'1','1','-6','5','-6',2004,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','1','-6','2','-6','2',8,'2','-6','2','2','2','1','2','-6','1','-6','-6','-6','1','-6','-6','-6','2','2','2','1','-6','-6','-6','-6','-6','-6','-6','2','2','1','4','2','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','1','1',700,296,363,4950,'1','-6','-6','-6','-6',-6,135,-6,0,'6','2',-6,-6,-6,'2',-6,-6,'2','-6','2','1','-6','-6','-6','-6',720000,-6,-6,-6,'2',-6,-6,396,-6,-6,'-6',-6,'2','-6',-6,-6,'-6','-6','1',500000,'-6',850,'-6','-6',1,0,'1','2','2','2',64,'1','2',44,-6,0,0,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',0,'1','2',0,'1','2','2',2,'2','1','1','1','-6','1',2,'0','-6','2','1','1','2','2','2','2','2','1','2','2','2',61000,0,-6,'2','1','-6','1','2','2','2','2','1','2','2','2','-6','-6',61200,61200,61200,61200,'2',75000
'99','89','1','4','7400','1',1,'2',1,2,1960,'-6',0,-6,0,'1','1',0,1,-6,'2','2','-6','2','-6','1',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','2',1,'2',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',1,'3',2,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',5,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,1000,'-6','-6',-6,'2','1','6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','2','1','2',7,'2','-6','2','2','2','2','2','1','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','-6','4','1','-6','2','-6','-6','-6','-6','-6','-6','-6','3',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,96,-6,-6,'-6',-6,'-6','2',-6,550,'2','-6','-6',-6,'-6',607,'-6','-6',2,0,'-6','2','2','2',38,'5','2',32,1990,2,4,'6','315',-9,'2','2','2',1,'2','2','2','01',1,'1','1',-9,'1','2','2','2',2,'2','2',1,'1','-6','-6',7,'2','6','1','1','-6','1',5,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,11127,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-52,-65,29948,35935,'2',-7
'99','89','1','4','7360','1',2,'2',1,2,1920,'-6',0,-6,0,'3','1',0,1,0,'2','2','-6','2','-6','1',1,0,4,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',11,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',5,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,1000,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','2','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','2','2',8,'2','-6','2','2','2','1','2','-6','-6','1','1','1','-6','1','1','1','2','2','-6','1','-6','-6','-6','-6','-6','-6','-6','1','2','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','2','1',-6,-6,-6,-6,'2','3','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,650,-6,-6,'-6',-6,'-6','1',-6,1800,'2','-6','-6',-6,'-6',1866,'-6','-6',1,0,'-6','2','2','2',47,'1','2',40,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','01',2,'1','2',-6,'1','2','2','2',0,'1','2',0,'2','-6','-6',1,'1','6','1','1','-6','1',1,'0','-6','2','2','2','2','1','2','2','1','2','2','2','2',78000,0,-6,'2','2','-6','2','2','1','2','1','2','2','2','2','2','-6',78000,78000,78000,78000,'2',95000
'99','89','1','4','7360','1',2,'2',1,1,1985,'-6',0,-6,3,'3','1',0,0,-6,'2','1','-6','2','-6','2',0,0,3,'-6','-6',2,'-6','-6','-6','2',0,'1','1','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',49,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,900,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','2','1','2',9,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,262,1070,-6,'2',-6,'-6','2',-6,1090,'2','-6','-6',-6,'-6',1106,'2','-6',1,1,'-6','2','1','2',68,'1','2',44,-6,0,0,'4','057',-6,'2','2','2',1,'1','2','2','01',2,'2','2',-6,'1','1','2','2',0,'1','2',0,'1','-6','-6',1,'1','7','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','2','2','1','2','2','2',29028,0,-6,'2','2','-6','2','2','2','2','2','1','2','2','2','2','2',29028,29028,29028,29028,'1',-6
'99','89','1','4','5775','1',2,'1',2,4,1990,'-6',-8,3,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',-8,1,4,'-6','-6',1,'-9','-9','2','1',1,'1','-6','-6',1,'1',1,1,31000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'1','2',0,0,'-6','-6','1','1','1','2','1',0,'1',8,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','1','-6','1','1',1,3100,'-6','-6',-6,'1','1','-6','5','-6',1995,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',10,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',6047,340,1100,35350,'1','-6','-6','-6','-6',-6,-6,-6,-8,'7','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',450000,-6,-6,-6,'2',-6,-6,851,-6,-6,'-6',-6,'-8','-6',-6,-6,'-6','-6','2',2520000,'-6',3792,'-6','-6',2,2,'1','2','2','2',82,'1','2',47,-6,0,0,'1','057',-9,'2','2','2',2,'2','2','2','01',1,'1','2',1,'1','2','2','2',0,'1','2',0,'-8','2','2',2,'1','1','1','1','-6','1',2,'0','-6','2','1','2','2','2','1','1','2','1','2','2','2',88800,5000,-6,'2','1','-6','2','2','2','1','2','1','2','2','2','-6','-6',113700,113700,118700,118700,'1',-6
'99','89','1','4','7360','1',2,'2',1,1,1975,'-6',0,-6,0,'1','1',0,1,-6,'1','1','-6','2','-6','2',0,0,3,'-6','-6',1,'-6','-6','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',24,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,800,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','2','1','2',8,'2','-6','2','2','2','2','2','-6','-6','4','-6','-6','-6','4','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','2','2',-6,-6,-6,-6,'-6',-6,-6,833,-6,-6,'-6',-6,'-6','2',-6,1875,'2','-6','-6',-6,'-6',1921,'-6','-6',1,0,'-6','2','2','2',26,'1','2',44,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','01',2,'2','2',-6,'1','2','2','2',0,'1','1',0,'1','-6','-6',1,'1','6','2','2','-6','1',1,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,100000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-13,-13,99987,99987,'1',-6
'99','89','2','4','5775','1',2,'2',1,1,1985,'2',0,-6,3,'3','2',0,0,-6,'2','2','-6','2','-6','2',0,0,3,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','1',0,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',70,'-6','-6',0,0,'1','-6','1','1','1','-6','1',0,'1',2,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,500,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','3','1','2',10,'2','-6','2','2','2','2','2','-6','-6','4','-6','-6','-6','4','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','2','2',-6,-6,-6,-6,'-6',-6,-6,117,-6,-6,'-6',-6,'-6','2',-6,5732,'2','-6','-6',-6,'-6',5768,'-6','-6',1,1,'-6','1','1','2',93,'1','2',38,-6,0,0,'3','057',-6,'1','2','2',1,'1','2','1','01',2,'2','2',-6,'1','1','2','1',0,'1','1',0,'1','-6','-6',1,'1','7','1','1','-6','1',1,'1','-6','2','2','2','2','2','2','2','2','1','2','2','2',13000,0,-6,'2','2','2','2','2','2','2','2','1','2','2','2','2','-6',13000,13000,13000,13000,'-7',-7
'99','89','2','4','5775','1',2,'1',2,3,1950,'-6',0,3,-6,'3','1',0,0,-6,'1','1','2','1','2','-6',0,1,1,'-6','-6',1,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,15290,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,1900,'-6','-6',-6,'1','1','-6','5','-6',2010,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',8,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',1200,600,800,7050,'1','-6','-6','-6','-6',79,-6,-6,0,'5','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',630000,-6,-6,1,'1',-6,1,726,-6,3075,'-6',-6,'-6','-6',1,-6,'-6','-6','2',900000,'-6',4108,'-6','-6',1,0,'1','2','2','2',40,'1','2',44,-6,2,2,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','1',2,'1','2','2','2',2,'1','2',0,'2','2','2',4,'1','1','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,110000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-26,-26,169974,169974,'1',-6
'99','89','2','4','7360','-6',-6,'-6',-6,-6,-6,'-6',-6,-6,-6,'-6','-6',-6,-6,-6,'-6','-6','-6','-6','-6','-6',-6,-6,-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6','-6',-6,'-6',-6,-6,-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','2',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6','-6','-6','-6',-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','-6',1,-6,'-6','-6',-6,'-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,-6,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,-6,-6,-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6',-6,'-6','-6',-6,-6,-6,-6,'-6','-6',-6,'-6','-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6',-6,'2','-9','1','-6','-6','4',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,'-9','-9','-6','-9','-9','-9','-9','-9','-9','-9','-9','-9','-6','-6',-6,-6,-6,-6,'-6',-6
