,County Name,State,ObamaVotes.12,RomneyVotes.12,votes_dem.16,votes_gop.16,total_votes.16,per_dem.16,per_gop.16,diff.16,per_point_diff.16,bushVote.04,kerryVote.04,Total.Precincts.08,Precincts.Reporting.08,Obama.08,McCain.08,Other.08,name,x_coord,y_coord,state_abbr,total_population,white_population,white_population_error,black_population,black_population_error,total_households,average_household_size,average_family_size,fertility,enrolled_hs,enrolled_higher_ed,edu_less_than_9th,edu_hs_no_diploma,edu_hs_diploma,edu_college_no_degree,edu_college_bachelors,edu_college_graduate_professional,in_labor_force_yes,in_labor_force_no,public_transportation_to_work,working_at_home,occupation_management_business_science_arts,income_less_than_10000,income_10000_to_24999,income_25000_to_49999,income_50000_to_99999,income_100000_to_149999,income_150000_to_199999,income_more_than_200000
1444,johnston,north carolina,27052,48206,28153,54082,84553,0.3329627571,0.6396224853,1082,737,31304,14384,41,41,26475,43164,390,Johnston,-78.365188,35.519144,NC,160675,125392,143,24721,757,59093,2.7,3.16,2447,9002,7760,8832,10793,30663,23422,15404,4721,82851,38001,100,2656,24541,3865,10740,15054,20182,6909,6909,940
1445,johnston,oklahoma,1134,2644,782,3081,4001,0.1954511372,0.7700574856,944,1862,2634,1711,13,13,1246,2707,0,Johnston,-96.65529,34.314652,OK,10816,8073,172,NA,NA,4261,2.27,2.72,106,512,1561,380,904,2121,1487,763,537,3878,4568,0,238,1305,485,982,1415,1139,132,132,40
1446,jones,georgia,4272,7740,3960,8304,12524,0.3161929096,0.6630469499,1707,885,6939,3854,13,13,4572,7782,79,Jones,-83.566095,33.026479,GA,28292,20801,529,7083,487,10238,2.67,3.1,447,1897,1311,1007,1748,7240,4130,2137,1104,13616,8151,80,235,3967,886,1528,2635,3489,1195,1195,175
1447,jones,iowa,5514,4712,3779,5718,10011,0.3774847668,0.5711717111,770,321,4809,5007,18,18,5431,4398,118,Jones,-91.131197,42.120175,IA,20708,19861,873,NA,NA,8093,2.34,2.83,257,1303,551,465,1072,6564,2769,1733,586,10410,6286,0,529,2741,330,1577,2263,2776,857,857,74
1448,jones,mississippi,9146,20635,7748,20076,28250,0.2742654867,0.7106548673,223,1259,19032,7344,46,46,8089,18726,249,Jones,-89.168386,31.623917,MS,67144,45884,752,18648,601,25060,2.6,3.08,937,2964,3581,3643,6247,13451,9183,3893,2926,29027,22642,165,784,7210,2774,6118,7364,6296,1622,1622,511
1449,jones,north carolina,2335,2825,2041,2941,5039,0.4050406827,0.5836475491,2622,277,2564,1837,9,9,2364,2807,25,Jones,-77.366004,35.012274,NC,10060,6263,1159,3289,1111,4086,2.46,2.96,108,561,356,598,945,2662,1528,568,190,4652,3419,24,122,1104,347,898,1338,1200,209,209,58
1450,jones,south dakota,108,490,69,450,558,0.123655914,0.8064516129,1556,2236,565,134,3,3,147,463,17,Jones,-100.685817,43.95178,SD,1076,1049,233,NA,NA,471,2.28,2.67,21,92,15,26,28,269,201,96,15,672,171,3,116,243,12,99,126,192,34,34,8
1451,jones,texas,1225,4258,935,4815,5932,0.1576196898,0.8116992583,1583,2147,4234,1657,15,15,1525,4197,62,Jones,-99.882423,32.73859,TX,20157,14723,613,2405,1002,6022,2.4,3.01,197,1195,565,1655,2796,5142,3090,990,371,6689,10222,0,147,1596,385,1396,1806,1919,351,351,75
1452,josephine,oregon,14929,23636,13223,26582,42613,0.3103043672,0.6238002488,314,765,25869,14959,24,24,17338,22926,1232,Josephine,-123.561043,42.362011,OR,82172,76916,525,NA,NA,34325,2.37,2.91,911,4413,2835,1910,6289,19122,16060,6143,3647,35685,31882,10,1867,8301,3561,7895,10025,9494,2322,2322,532
1453,juab,utah,436,3400,436,2759,4076,0.1069676153,0.676889107,958,1846,2659,601,17,17,730,2647,189,Juab,-112.795948,39.711399,UT,9855,9512,759,NA,NA,3045,3.22,3.54,197,806,352,72,389,2161,1578,479,234,4468,2090,10,219,1016,222,318,830,1256,315,315,39
1454,judithbasin,montana,336,852,232,867,1189,0.1951219512,0.7291841884,2179,1683,943,322,4,4,396,799,38,Judith Basin,-110.264795,47.039981,MT,1967,1935,141,NA,NA,867,2.27,2.88,9,136,28,66,69,472,436,364,80,893,823,0,190,536,65,193,266,247,61,61,20
1455,juneau,wisconsin,6237,5400,4100,7188,11736,0.3493524199,0.6124744376,1306,583,6478,5734,29,29,6209,5187,167,Juneau,-90.112162,43.923262,WI,26733,25262,1151,NA,NA,11012,2.41,2.88,358,1648,864,912,1955,8043,3917,1587,677,13983,7501,13,634,2899,753,2045,3235,3849,831,831,120
1456,juniata,pennsylvania,2533,6821,1810,8234,10402,0.174004999,0.7915785426,2192,2027,7063,2759,20,20,3055,6463,159,Juniata,-77.401666,40.530678,PA,24385,23779,1039,NA,NA,9037,2.69,3.16,272,1335,706,1207,2100,8523,1833,1193,593,12169,6987,28,496,2768,485,1680,2903,3028,727,727,52
1457,kalamazoo,michigan,69045,52660,67142,51031,125966,0.5330168458,0.4051172539,539,105,57139,61425,125,125,73407,48411,2091,Kalamazoo,-85.529871,42.244883,MI,247246,205079,836,26963,777,99456,2.41,3.01,2838,13217,34956,3651,8984,39473,37043,31499,19358,132427,64671,1219,3438,43057,8782,19413,25950,28641,10576,10576,2787
1458,kalkaska,michigan,3268,4897,2279,6213,8920,0.2554932735,0.6965246637,1593,1281,5088,3185,13,13,3780,4527,192,Kalkaska,-85.083913,44.69194,MI,17400,16839,631,NA,NA,7232,2.34,2.8,178,983,379,392,1457,5135,3008,906,506,8444,5513,19,211,1505,466,1644,2518,1985,452,452,57
1459,kanabec,minnesota,3586,4319,2327,5230,8125,0.2864,0.6436923077,1230,927,4527,3592,20,20,3742,4479,252,Kanabec,-93.2984,45.947877,MN,16379,15899,584,NA,NA,6439,2.54,2.99,269,1075,623,417,1036,4747,2567,1176,384,8642,4252,6,385,1984,354,1113,2081,2317,436,436,34
1460,kanawha,west virginia,32190,41037,27985,43464,74996,0.3731532348,0.5795509094,482,381,43777,42321,160,160,40148,40588,924,Kanawha,-81.525708,38.342352,WV,192770,172676,368,10515,1001,82501,2.31,2.94,2049,9321,9974,6650,12860,52522,25645,19603,12700,94913,62877,1923,2246,30924,7051,16438,24078,24025,6599,6599,2320
1461,kandiyohi,minnesota,9806,11239,7266,12785,21648,0.3356430155,0.5905857354,2002,546,11704,9337,47,47,10123,11318,402,Kandiyohi,-95.008118,45.152285,MN,41869,39552,642,NA,NA,17069,2.39,2.88,536,2520,2223,1571,1727,8835,6254,4171,1641,23040,10060,264,1043,7216,978,3047,4581,5819,1771,1771,497
1462,kane,illinois,91120,89502,99389,82087,193500,0.5136382429,0.4242222222,627,2519,94010,75625,309,309,105592,84223,2552,Kane,-88.43238,41.935616,IL,502628,375143,573,27972,887,168980,2.94,3.43,8409,31284,26708,27021,25724,77410,61427,65442,33980,264462,107123,6260,10630,83469,6033,18273,36377,57054,29111,29111,10107
1463,kane,utah,718,2463,739,2248,3482,0.2122343481,0.6456059736,455,1243,2325,540,16,16,850,2194,86,Kane,-111.893833,37.292567,UT,6893,6629,569,NA,NA,3065,2.19,2.6,178,376,219,142,359,1334,1504,867,264,3416,2166,0,190,1052,281,412,1115,920,234,234,26
1464,kankakee,illinois,21574,23115,18908,25081,46556,0.4061345476,0.5387275539,2145,121,24717,19989,88,88,24719,22508,737,Kankakee,-87.862732,41.137733,IL,112100,88644,833,16999,530,40943,2.63,3.14,1760,7067,7390,3957,6649,25162,17201,7760,4779,56382,30396,973,1610,14140,2608,7235,10494,14103,4539,4539,730
1465,karnes,texas,1324,2823,1144,2959,4185,0.2733572282,0.7070489845,691,1244,3112,1542,16,16,1710,2658,17,Karnes,-97.864268,28.905185,TX,14880,9882,1041,1528,1151,4657,1.91,2.15,136,641,398,1758,2306,3968,2048,706,290,4830,8782,0,199,1440,553,1062,1276,1086,548,548,26
1466,kauai,hawaii,18638,6121,16456,7574,26335,0.6248718436,0.2876020505,2608,856,NA,NA,17,17,20408,6243,563,Kauai,-159.70488,22.012655,HI,65460,21710,555,NA,NA,21710,2.98,3.53,956,3845,2671,2882,2434,13701,10825,7214,3079,35100,17306,114,1520,9572,1534,2643,4427,7719,3343,3343,829
1467,kaufman,texas,9451,24804,10265,29537,40979,0.2504941555,0.7207838161,764,1398,21292,8947,43,43,11157,23727,209,Kaufman,-96.284033,32.596811,TX,98402,81731,1005,10180,423,33131,2.93,3.3,1680,5925,4879,3940,6822,21004,16028,7727,2988,51041,22477,84,1742,15668,1812,4386,7742,12143,4878,4878,968
1468,kay,oklahoma,4624,11498,3734,12168,16795,0.2223280738,0.7245013397,2542,1542,14121,5956,34,34,5462,13229,0,Kay,-97.143581,36.814882,OK,46473,37613,395,912,1009,18397,2.48,3.05,720,2846,2113,1025,3374,11076,6538,4195,1902,21905,14317,145,534,5809,1602,4363,5128,5390,1351,1351,264
1469,kearney,nebraska,761,2341,550,2519,3242,0.1696483652,0.7769895126,789,1987,2604,706,13,13,870,2217,46,Kearney,-98.946238,40.50623,NE,6552,6382,828,NA,NA,2630,2.48,2.96,139,362,184,78,252,1482,1198,813,325,3548,1616,12,196,1187,117,383,685,978,365,365,46
1470,kearny,kansas,261,1060,224,1048,1325,0.1690566038,0.7909433962,2515,2046,1160,272,10,10,302,1138,13,Kearny,-101.312731,37.995167,KS,3966,3719,737,NA,NA,1433,2.76,3.33,51,247,161,289,280,601,602,207,84,1874,946,0,62,468,34,246,506,461,149,149,12
1471,keith,nebraska,920,3036,560,3203,3945,0.1419518378,0.811913815,1103,2198,3290,736,12,12,965,2917,41,Keith,-101.662464,41.197112,NE,8356,8057,972,NA,NA,3735,2.18,2.7,84,377,231,287,444,2044,1602,836,350,4500,2230,15,285,1407,174,863,1157,1132,247,247,75
1472,kemper,mississippi,3239,1789,2827,1778,4639,0.6093985773,0.383272257,53,444,2107,2454,15,15,2876,1694,26,Kemper,-88.645415,32.756105,MS,10470,3786,1104,6273,45,3793,2.38,2.96,274,539,730,869,1389,2484,1118,419,198,3809,4474,60,63,643,859,984,941,817,160,160,5
1473,kendall,illinois,21219,23076,23392,24152,50815,0.4603365148,0.4752927285,2401,185,19104,11931,75,75,23529,20675,494,Kendall,-88.430709,41.587792,IL,105602,90183,1148,4993,672,35687,2.94,3.34,2128,6106,5579,2133,3053,17278,15995,14402,6639,57090,18391,1643,2233,19746,698,2016,5889,14513,8344,8344,1502
1474,kendall,texas,3035,14467,3633,15663,19936,0.1822331461,0.7856641252,196,1976,11428,2531,12,12,3591,12960,107,Kendall,-98.703562,29.950477,TX,31515,29823,515,NA,NA,12055,2.57,2.94,421,2002,1271,1125,800,4907,5586,4912,2796,15800,8980,28,1246,6602,455,1621,2540,3434,1975,1975,1060
1475,kenedy,texas,82,83,99,84,186,0.5322580645,0.4516129032,449,2468,82,85,7,7,108,93,1,Kenedy,-97.616195,26.926476,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,kennebec,maine,35022,26506,29296,31753,65999,0.4438855134,0.4811133502,1027,990,29577,34051,33,33,37099,27456,1201,Kennebec,-69.766433,44.413442,ME,121925,117896,253,NA,NA,50869,2.34,2.85,1270,6947,7233,3119,5162,31724,16308,12919,7528,63966,35574,83,2611,20624,3764,8923,14646,16696,4611,4611,890
1477,kenosha,wisconsin,44838,34942,35770,36025,75825,0.4717441477,0.4751071546,1067,10,35583,40102,96,96,45615,31237,1074,Kenosha,-87.805528,42.582298,WI,164328,139256,1145,10836,697,62226,2.55,3.1,2340,10612,12591,3768,9159,36180,22931,16290,7425,87350,39207,1065,2233,25253,3441,9853,15606,20619,8657,8657,1721
1478,kent,delaware,35525,32134,33347,36989,74253,0.4490996997,0.498148223,1503,1484,31555,23854,43,43,36383,29822,707,Kent,-75.503073,39.097086,DE,156918,109418,894,36160,787,57396,2.67,3.15,2266,8951,12373,4805,10278,34775,22384,12545,7455,78190,43602,868,1766,21898,3775,8370,14786,20635,6939,6939,1045
1479,kent,maryland,4453,4533,4178,4598,9166,0.4558149684,0.5016364827,1670,1349,4437,3883,10,10,4861,4861,142,Kent,-76.095366,39.230767,MD,20018,15996,349,3084,10,7735,2.41,2.88,154,762,2106,617,1337,4646,2370,2474,1721,10598,6336,253,921,3339,458,1401,1995,2423,842,842,300
1480,kent,michigan,134560,157801,138567,147959,306270,0.4524341268,0.4830998792,2671,738,171157,116814,296,296,149855,148305,4978,Kent,-85.547179,43.03285,MI,599432,487527,201,57472,1047,227177,2.58,3.15,9470,37050,45201,15938,28251,102467,85472,75178,37552,317773,140143,4311,11775,96986,14997,38171,61398,73828,25720,25720,6554
1481,kent,rhode island,44966,30786,37582,38141,79691,0.4715965416,0.4786111355,2016,19,33699,42830,96,96,45932,32278,1436,Kent,-71.576875,41.67615,RI,167235,157311,688,2603,457,69109,2.39,3.02,1946,8633,10132,3142,9435,37575,22962,22826,12021,93642,42885,963,1841,31259,3821,9289,14871,24806,10552,10552,2449
1482,kent,texas,66,334,59,360,433,0.1362586605,0.831408776,1278,2275,382,138,7,7,99,342,6,Kent,-100.770987,33.186492,TX,772,735,21,NA,NA,365,2.09,2.9,13,41,26,16,37,217,148,97,12,443,195,0,27,154,15,59,113,147,20,20,6
1483,kenton,kentucky,24917,41387,24213,42958,71905,0.3367359711,0.5974271608,727,572,43664,22834,108,108,21460,33371,871,Kenton,-84.536136,38.932972,KY,158034,144910,751,7369,538,61912,2.52,3.15,2496,8589,10301,4609,8910,32673,21807,19169,9463,85357,37326,1981,2092,27637,3431,9780,15856,21224,7469,7469,2179
1484,keokuk,iowa,2298,2840,1265,3385,4858,0.2603952244,0.696788802,860,1259,3110,2285,17,17,2508,2703,88,Keokuk,-92.180601,41.336959,IA,10614,10464,135,NA,NA,4571,2.28,2.83,102,625,316,335,421,3327,1552,770,238,5597,2759,2,222,1250,328,911,1429,1541,277,277,37
1485,kern,california,64690,99840,64980,95064,168734,0.3851031802,0.5633956405,1275,276,118571,57129,588,588,76189,111254,3402,Kern,-118.72491,35.338498,CA,815693,537410,765,45273,1144,248057,3.14,3.62,14762,61407,48276,71384,66089,127759,108038,46822,23079,355225,240018,3117,8846,80987,16661,48447,65424,73150,29234,29234,6403
1486,kerr,texas,4325,17225,4665,17658,23090,0.2020355132,0.7647466436,281,1809,16519,4552,21,21,5564,16729,156,Kerr,-99.348662,30.062193,TX,48826,44854,692,NA,NA,20285,2.31,2.73,485,2100,1920,2269,2535,10001,8415,6181,3204,22031,17928,43,1077,6795,1319,4173,6026,5639,1790,1790,614
1487,kershaw,south carolina,10821,15846,10293,17464,28875,0.3564675325,0.6048138528,2320,519,14160,8515,39,39,11149,16370,293,Kershaw,-80.587852,34.338999,SC,60166,43124,534,15138,295,23358,2.55,2.98,981,3593,2387,2342,4693,14475,8126,4780,2689,28901,18020,157,753,7573,1748,4425,6735,7291,2404,2404,328
1488,kewaunee,wisconsin,5151,5746,3623,6616,10742,0.3372742506,0.6159002048,1267,638,5947,5166,14,14,5902,4711,144,Kewaunee,-87.440146,44.589317,WI,20642,20095,1030,NA,NA,8274,2.48,2.96,201,1206,902,558,899,6635,2847,1425,516,11113,5186,33,541,2706,456,1375,1974,3236,992,992,104
1489,keweenaw,michigan,582,774,527,814,1429,0.3687893632,0.5696291113,1210,356,781,630,5,5,610,756,44,Keweenaw,-88.155067,47.477259,MI,2122,2088,498,NA,NA,957,2.22,2.81,25,86,40,40,105,632,319,226,121,888,834,0,53,241,98,209,336,261,28,28,10
1490,keyapaha,nebraska,80,392,39,458,514,0.0758754864,0.8910505837,1667,2476,441,96,4,4,115,409,7,Keya Paha,-99.719073,42.877726,NE,740,736,1125,NA,NA,346,2.14,2.72,7,41,8,25,28,256,129,65,17,402,232,0,90,208,36,89,110,74,34,34,3
1491,kidder,north dakota,393,870,179,1106,1358,0.1318114875,0.8144329897,2653,2235,901,433,6,6,421,751,53,Kidder,-99.778937,46.976741,ND,2521,2487,1146,NA,NA,1188,2.1,2.59,35,120,150,290,101,566,417,223,69,1322,741,0,370,567,132,284,362,273,95,95,20
1492,kimball,nebraska,391,1222,227,1317,1636,0.1387530562,0.8050122249,99,2183,1473,362,6,6,427,1328,24,Kimball,-103.710823,41.199445,NE,3814,3623,543,NA,NA,1662,2.29,2.93,19,276,102,109,227,980,704,343,194,2080,988,4,182,637,143,294,534,543,114,114,7
1493,kimble,texas,217,1667,206,1697,1945,0.1059125964,0.8724935733,443,2410,1479,324,8,8,341,1487,10,Kimble,-99.749899,30.491302,TX,4568,4268,289,NA,NA,1897,2.4,3.02,25,209,86,485,324,953,821,365,335,2278,1583,0,89,600,124,351,597,483,156,156,47
1494,king,texas,5,139,5,149,159,0.0314465409,0.9371069182,405,2525,137,18,5,5,8,151,3,King,-100.25184,33.614091,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,king,washington,584460,246360,638033,191806,883231,0.7223851971,0.2171640262,1743,1556,290661,554993,2058,1934,545329,217589,11218,King,-121.844283,47.474506,WA,1879189,1330812,552,112588,190,781977,2.36,3.03,26708,92431,142781,45275,59839,230535,271928,374155,213546,1074067,446285,108299,53621,474568,43103,85197,157315,247876,134293,134293,57870
1496,kingandqueen,virginia,1743,1863,1451,2059,3615,0.4013831259,0.569571231,2128,246,1737,1506,6,6,1918,1763,20,King and Queen,-76.901789,37.720303,VA,6926,4664,232,2212,619,2815,2.46,2.91,63,348,182,417,741,2033,938,349,123,3379,2301,0,175,608,146,534,878,984,192,192,42
1497,kingfisher,oklahoma,844,4510,783,5151,6123,0.1278784909,0.8412542871,1715,2313,5629,1022,17,17,1009,5372,0,Kingfisher,-97.94321,35.941949,OK,14776,12716,354,NA,NA,5439,2.67,3.21,180,927,635,557,1071,3271,2450,993,655,7841,3488,9,244,2294,290,940,1535,1860,580,580,99
1498,kinggeorge,virginia,4476,6603,4002,7338,11967,0.334419654,0.6131862622,1396,640,5124,2739,6,6,4473,5888,95,King George,-77.154814,38.264541,VA,22794,17701,222,3877,250,8194,2.65,3.13,371,1262,904,497,944,4441,3197,2954,1508,12222,4958,218,288,4772,191,778,1499,2823,1789,1789,481
1499,kingman,kansas,731,2371,594,2507,3281,0.1810423651,0.7640963121,756,1895,2795,902,28,28,918,2468,95,Kingman,-98.135217,37.560478,KS,7949,7718,584,NA,NA,3464,2.22,2.67,72,456,218,257,372,1768,1549,762,359,3881,2408,4,180,1282,159,525,1221,1191,305,305,31
1500,kings,california,12282,17184,9077,13158,23497,0.3863046346,0.5599863812,1633,265,16846,8788,210,210,14190,19178,601,Kings,-119.814766,36.072642,CA,151122,107334,265,11483,684,40606,3.3,3.71,2200,9439,8633,14895,12578,25624,20308,7788,2974,65709,48154,916,2015,12209,2158,7441,11183,12830,5054,5054,595
1501,kings,new york,503291,108630,595086,133653,746295,0.7973870922,0.1790886982,1787,2030,156612,468495,2032,2032,545785,139594,6209,Kings,-73.950611,40.63575,NY,2466782,1082607,747,850365,520,903991,2.68,3.38,37212,149098,189214,181049,177303,465379,222852,289646,174262,1187277,754144,641106,40996,383193,113099,168646,217175,242656,94607,94607,32306
1502,kingsbury,south dakota,1092,1451,703,1680,2551,0.2755782046,0.6585652685,2713,1044,1804,1163,6,6,1277,1435,72,Kingsbury,-97.489808,44.368957,SD,5169,5086,528,NA,NA,2332,2.14,2.62,95,242,116,308,184,1514,668,621,152,2712,1538,0,229,883,159,404,698,840,183,183,20
1503,kingwilliam,virginia,3326,5445,2752,5963,9088,0.3028169014,0.6561399648,1357,914,4397,2436,7,7,3344,4966,61,King William,-77.096684,37.703021,VA,15509,12002,1039,2913,58,5909,2.62,2.99,254,924,579,373,984,4178,2193,1496,561,8168,3759,14,384,1968,308,591,1223,2566,923,923,69
1504,kinney,texas,522,880,457,936,1424,0.3209269663,0.6573033708,1831,853,1050,542,5,5,633,907,11,Kinney,-100.417548,29.352365,TX,3555,3327,403,NA,NA,1150,2.99,3.98,45,185,62,386,228,831,460,286,76,1134,1677,7,36,122,101,486,265,237,20,20,6
1505,kiowa,colorado,118,677,91,726,853,0.1066822978,0.8511137163,2179,2382,688,167,4,4,172,630,24,Kiowa,-102.740735,38.433599,CO,1643,1590,277,NA,NA,706,2.24,2.8,15,117,65,49,55,393,298,183,49,865,469,0,84,295,66,161,174,245,37,37,16
1506,kiowa,kansas,160,970,111,855,1023,0.1085043988,0.8357771261,2380,2347,1248,253,6,6,197,903,23,Kiowa,-99.286898,37.558737,KS,2671,2594,619,NA,NA,994,2.46,2.9,18,145,321,29,153,605,452,233,137,1354,802,0,117,455,63,216,372,254,65,65,15
1507,kiowa,oklahoma,1101,2309,766,2593,3489,0.2195471482,0.7431928919,702,1642,2608,1413,14,14,1226,2536,0,Kiowa,-98.980696,34.920933,OK,9540,7685,96,NA,NA,3846,2.38,3.04,69,558,277,363,649,2717,1424,750,316,4304,3320,0,329,1124,457,1128,1010,937,214,214,30
1508,kitcarson,colorado,789,2664,526,2894,3613,0.1455853861,0.8009964019,983,2155,2668,723,13,13,898,2420,75,Kit Carson,-102.602452,39.305339,CO,8156,7352,200,NA,NA,3010,2.47,3.06,126,624,340,497,382,2103,1340,513,329,4301,2382,0,271,1170,104,746,847,1020,245,245,5
1509,kitsap,washington,59701,47468,57049,43265,110419,0.5166592706,0.3918256822,350,95,53768,58639,270,243,61255,47456,2043,Kitsap,-122.647374,47.64025,WA,247336,205605,1003,6905,606,95758,2.53,3.01,3484,14565,12943,3332,8775,39733,48834,29765,16532,127418,70413,8926,6475,40795,5107,11043,23226,33764,14220,14220,3447
1510,kittitas,washington,6462,8372,5452,7530,13766,0.3960482348,0.5469998547,838,188,8517,6252,39,39,7887,9320,362,Kittitas,-120.675562,47.124405,WA,39869,35971,576,NA,NA,16619,2.27,2.79,372,1704,8249,719,1630,6684,5121,4655,2726,19959,13228,79,773,6244,2185,3045,4200,4967,1547,1547,250
1511,kittson,minnesota,1241,1095,823,1349,2363,0.348286077,0.5708844689,1942,431,1307,1333,38,38,1492,1016,58,Kittson,-96.779888,48.775702,MN,4620,4504,340,NA,NA,1954,2.29,2.91,32,261,81,202,180,1191,801,548,92,2360,1390,7,225,725,127,354,532,701,179,179,40
1512,klamath,oregon,7674,17788,7080,20170,29240,0.2421340629,0.6898084815,292,1311,22412,8158,17,17,9115,18682,701,Klamath,-121.646636,42.684837,OR,66520,58987,651,NA,NA,27663,2.38,2.86,1102,3566,3928,1682,4401,14833,11875,5246,2923,31863,20921,242,1708,8104,2383,6156,7451,8439,2343,2343,498
1513,kleberg,texas,4752,4056,4713,4364,9483,0.496994622,0.4601919224,1451,969,5379,4552,21,21,5251,4539,68,Kleberg,-97.661874,27.427354,TX,31611,26436,907,1251,1083,10924,2.74,3.29,555,1692,5399,2466,1795,4725,4300,2451,1173,14647,10034,32,215,4242,1858,2118,2614,3270,622,622,267
1514,klickitat,washington,4373,5138,3196,4436,8132,0.3930152484,0.5454992622,227,193,4906,3940,23,23,4871,4868,249,Klickitat,-120.789119,45.87375,WA,20055,18079,535,NA,NA,8405,2.37,2.83,124,1053,701,670,1161,5081,3752,1778,798,8621,7427,15,523,2567,722,2039,2574,2214,487,487,151
1515,knott,kentucky,1420,4130,1245,4357,5756,0.2162960389,0.7569492703,1316,1709,2648,4685,30,30,2523,2950,132,Knott,-82.954044,37.347339,KY,16587,16418,15,NA,NA,6012,2.65,3.21,217,789,1188,2336,1386,3717,1905,745,660,5750,7653,11,227,1838,934,1768,1488,1383,347,347,15
1516,knox,illinois,12993,9133,9939,10658,21964,0.4525132034,0.4852485886,2326,817,11104,13396,61,61,14165,9396,374,Knox,-90.213733,40.930768,IL,52932,46388,354,3943,222,21863,2.21,2.75,414,2720,3692,1484,3911,13978,8075,3698,1857,24582,18744,196,598,6295,2080,5001,6142,6721,1401,1401,221
1517,knox,indiana,5228,9612,3772,11077,15483,0.2436220371,0.7154298263,2349,1405,9988,5647,36,36,7569,8639,209,Knox,-87.419017,38.690967,IN,38425,36480,258,943,1073,14856,2.4,3,427,1802,3767,1272,2395,9246,4692,2387,1317,18852,12255,36,649,4595,1713,3218,4010,4357,1136,1136,189
1518,knox,kentucky,2484,8467,1761,9885,12001,0.1467377719,0.8236813599,2498,2219,8108,3822,30,30,3074,8150,165,Knox,-83.851784,36.889836,KY,31765,30852,1095,NA,NA,12573,2.44,3.04,421,1683,1443,3969,3794,8333,2624,642,1139,11269,13601,0,237,2154,2839,4023,3020,1932,502,502,140
1519,knox,maine,13227,8262,12440,9148,23021,0.5403761783,0.3973763086,1384,161,10103,12693,18,18,13728,8816,420,Knox,-69.034654,44.032258,ME,40111,39128,850,NA,NA,16945,2.32,2.81,370,2080,1430,941,2108,10958,4935,5349,2592,21547,11636,94,1704,6245,1181,3331,4858,5212,1538,1538,345
1520,knox,missouri,698,1205,379,1413,1867,0.2029994644,0.7568291377,35,1768,1205,761,7,7,758,1211,53,Knox,-92.149671,40.124871,MO,4134,4032,69,NA,NA,1746,2.28,2.89,23,259,64,146,240,1485,464,186,207,2042,1195,0,122,591,184,525,556,386,50,50,37
