,County Name,State,ObamaVotes.12,RomneyVotes.12,votes_dem.16,votes_gop.16,total_votes.16,per_dem.16,per_gop.16,diff.16,per_point_diff.16,bushVote.04,kerryVote.04,Total.Precincts.08,Precincts.Reporting.08,Obama.08,McCain.08,Other.08,name,x_coord,y_coord,state_abbr,total_population,white_population,white_population_error,black_population,black_population_error,total_households,average_household_size,average_family_size,fertility,enrolled_hs,enrolled_higher_ed,edu_less_than_9th,edu_hs_no_diploma,edu_hs_diploma,edu_college_no_degree,edu_college_bachelors,edu_college_graduate_professional,in_labor_force_yes,in_labor_force_no,public_transportation_to_work,working_at_home,occupation_management_business_science_arts,income_less_than_10000,income_10000_to_24999,income_25000_to_49999,income_50000_to_99999,income_100000_to_149999,income_150000_to_199999,income_more_than_200000
1361,jackson,florida,7342,13417,6383,14231,20997,0.3039958089,0.67776349,2450,999,12115,7552,31,31,7632,13695,177,Jackson,-85.212767,30.797108,FL,49334,34134,368,12928,306,16767,2.29,2.82,599,3079,2457,3296,4544,12042,7930,2846,1608,18293,22590,33,416,5241,1857,3730,4788,4893,1087,1087,195
1362,jackson,georgia,4236,19122,4469,21754,27057,0.1651698267,0.804006357,624,2105,12605,3466,18,18,4950,17776,215,Jackson,-83.562739,34.133324,GA,58347,51590,629,4084,330,20917,2.73,3.15,940,3434,2635,3076,4964,13982,6951,3868,2898,28292,16396,37,1874,7780,1163,3681,5217,7088,2789,2789,433
1363,jackson,illinois,11306,9130,11619,10889,24509,0.4740707495,0.4442857726,2348,709,11182,14275,61,61,15199,9665,596,Jackson,-89.381489,37.787522,IL,59864,46993,463,8644,295,23773,2.29,2.99,700,2657,16159,1463,2085,8583,7251,5791,6149,30586,19859,144,667,10186,4711,5296,5838,5439,1654,1654,359
1364,jackson,indiana,5838,10419,3843,12857,17532,0.2191991786,0.733344741,2623,1600,11079,5092,33,33,7445,9852,293,Jackson,-86.042927,38.907419,IN,41902,40481,297,NA,NA,16753,2.48,2.91,559,2291,1298,1414,3029,12079,5815,2496,1394,21726,10971,28,382,5054,1004,3353,5061,5477,1453,1453,178
1365,jackson,iowa,5877,4171,3837,5821,10204,0.3760290082,0.5704625637,795,325,4231,5609,17,17,6069,3662,125,Jackson,-90.576042,42.164952,IA,19942,19484,619,NA,NA,8381,2.34,2.87,198,1295,605,834,908,6339,2697,1496,583,10568,5265,77,471,2726,587,1655,2448,2770,644,644,130
1366,jackson,kansas,1870,3476,1489,3888,5727,0.2599965078,0.6788894709,997,1187,3682,2026,19,19,2266,3770,133,Jackson,-95.797903,39.420659,KS,13360,11639,1125,NA,NA,5205,2.5,2.85,298,851,565,267,415,3869,2051,1128,428,6982,3164,24,365,2052,354,703,1428,1923,640,640,63
1367,jackson,kentucky,612,4365,482,4889,5497,0.0876841914,0.889394215,1729,2464,4369,769,14,14,743,4407,74,Jackson,-84.008244,37.41677,KY,13560,13451,703,NA,NA,5728,2.37,2.81,165,792,655,1988,1547,3475,1291,306,270,5464,5211,27,140,1022,1301,1733,1432,1060,127,127,31
1368,jackson,louisiana,2305,5132,2139,5169,7464,0.2865755627,0.6925241158,1284,1133,5038,2525,29,29,2456,5190,90,Jackson Parish,-92.55379,32.296274,LA,16078,11018,714,4913,1165,5967,2.66,3.23,228,828,824,646,1270,4498,2509,984,477,7269,5502,2,105,1633,579,1396,1650,1750,442,442,20
1369,jackson,michigan,32301,36298,25795,39793,69567,0.3707936234,0.5720097173,367,359,39713,31013,87,87,37480,35692,1331,Jackson,-84.424522,42.24785,MI,161569,142234,624,12882,568,60612,2.52,3.06,2322,10047,10285,2916,10078,38130,28739,13067,5958,76176,51767,338,2062,19587,4914,11089,16490,19895,5864,5864,937
1370,jackson,minnesota,2268,3044,1492,3609,5453,0.2736108564,0.6618375206,856,1060,3033,2657,30,30,2618,2858,131,Jackson,-95.156785,43.675021,MN,10403,10007,608,NA,NA,4531,2.26,2.8,205,601,350,329,366,2647,1838,953,224,5648,2717,59,470,1874,319,742,1329,1547,386,386,86
1371,jackson,mississippi,15452,33262,13087,31204,45465,0.287847795,0.6863301441,688,1107,34035,15046,40,40,15534,32959,483,Jackson,-88.621916,30.463024,MS,137082,101161,673,29766,366,49137,2.77,3.27,1851,8124,7121,3949,9864,29960,21202,11137,5364,66877,39608,190,670,17594,4219,8067,12991,16468,4956,4956,938
1372,jackson,missouri,180100,121891,163723,114777,294063,0.5567616463,0.3903143204,1858,238,129612,180944,400,400,210296,124531,3740,Jackson,-94.343813,39.010064,MO,666997,452227,246,160212,1116,271192,2.43,3.09,9562,36054,42338,15818,39951,132307,104597,74236,43826,354834,165341,8646,11005,111781,24041,48090,72853,82801,28977,28977,6150
1373,jackson,north carolina,8052,8224,7564,9706,18004,0.4201288603,0.5391024217,870,81,7283,6700,19,19,8671,7793,129,Jackson,-83.144428,35.287913,NC,39144,32977,457,712,131,15866,2.23,2.73,534,1307,6496,1617,2966,6738,4648,3956,2707,19156,13687,71,378,5556,2297,3176,4269,4616,977,977,241
1374,jackson,ohio,4965,7651,3142,9618,13239,0.2373291034,0.7264899162,2203,1481,8382,5519,36,36,5108,7837,363,Jackson,-82.621663,39.020616,OH,33165,32274,1117,NA,NA,13105,2.52,3.04,677,1857,1224,1473,3111,9510,3877,1664,1001,14519,11376,40,310,3454,1585,3498,3664,3393,685,685,173
1375,jackson,oklahoma,1953,5962,1473,5969,7806,0.1887009992,0.7646682039,1752,1867,7024,2232,19,19,2263,6716,0,Jackson,-99.410293,34.586674,OK,26386,20416,667,1906,218,10384,2.46,2.93,397,1509,1432,1155,1804,4554,3958,2334,1158,13376,6777,0,329,3361,1069,1930,3019,3058,1035,1035,104
1376,jackson,oregon,38328,43343,43550,53083,103789,0.4196013065,0.5114511172,2684,2531,53035,41586,56,56,47664,47806,2022,Jackson,-122.736577,42.420584,OR,200587,184822,1109,1154,351,83333,2.37,2.89,2127,10644,10267,4260,11203,39615,39832,21489,12407,98972,62621,814,5809,27284,6349,15891,23961,26321,7023,7023,1822
1377,jackson,south dakota,426,661,323,722,1095,0.294977169,0.6593607306,1607,955,726,508,8,8,435,668,30,Jackson,-101.636476,43.697,SD,2991,1512,306,NA,NA,964,3.09,3.49,18,274,94,57,129,575,368,269,41,1375,648,0,232,420,83,202,320,314,28,28,10
1378,jackson,tennessee,1736,2380,1129,3229,4447,0.2538790196,0.7261074882,847,1408,2024,2996,17,17,2284,2185,102,Jackson,-85.670208,36.355165,TN,11491,11261,69,NA,NA,4648,2.46,3,224,532,425,1380,1169,3524,1068,386,386,4794,4592,0,160,966,592,1242,1515,1049,191,191,59
1379,jackson,texas,1068,3903,904,4266,5275,0.1713744076,0.8087203791,1408,2100,3763,1296,10,10,1251,3560,23,Jackson,-96.576023,28.944158,TX,13987,9988,575,1143,258,5030,2.75,3.31,208,914,339,814,1290,3014,1919,1187,367,6987,3825,14,170,2008,294,1071,1256,1564,492,492,142
1380,jackson,west virginia,3824,7360,2648,8959,12108,0.2186983812,0.7399240172,2173,1632,7604,5332,36,36,4821,7066,213,Jackson,-81.672301,38.833209,WV,29084,28651,2,NA,NA,11634,2.47,2.9,293,1592,1277,1294,2333,8306,3974,2097,851,12994,10425,73,228,3738,1107,2550,3105,3528,1111,1111,84
1381,jackson,wisconsin,5297,3900,3821,4907,9202,0.4152358183,0.5332536405,94,78,4387,5249,27,27,5572,3550,117,Jackson,-90.808375,44.315222,WI,20284,18212,749,516,873,8269,2.28,2.73,313,1080,606,726,1249,5998,2746,1357,728,9957,6270,0,590,2673,745,1684,2348,2711,569,569,96
1382,james,virginia,17854,22830,19091,21284,42737,0.4467089407,0.4980227906,889,1594,18949,11934,16,16,17352,20912,284,James City,-76.770737,37.311647,VA,64386,51971,720,8642,449,25851,2.45,2.85,572,3694,3351,752,2321,9735,9365,11263,9325,32091,19951,385,1639,13752,741,2384,4758,8915,5280,5280,1965
1383,jasper,georgia,1839,4121,1544,4353,6016,0.2566489362,0.7235704787,1178,1382,3157,1558,9,9,1935,3916,49,Jasper,-83.687344,33.316303,GA,13695,10201,104,3085,62,4998,2.73,3.22,268,770,375,524,1430,3674,1653,687,506,6797,3812,34,208,1284,539,1005,1357,1459,388,388,166
1384,jasper,illinois,1434,3511,924,3973,5104,0.1810344828,0.7784090909,1291,1953,3529,1781,16,16,2063,2963,104,Jasper,-88.14932,39.005595,IL,9752,9634,679,NA,NA,4004,2.4,2.85,155,489,513,359,437,2675,1504,506,376,5205,2630,0,445,1348,277,791,1110,1422,331,331,24
1385,jasper,indiana,4672,7955,3329,9382,13331,0.2497187008,0.7037731603,2123,1336,8055,3678,29,29,5044,7669,149,Jasper,-87.120484,41.025253,IN,33055,32145,258,NA,NA,12230,2.6,3.02,385,2004,1764,675,1974,9624,4403,2149,879,16806,8662,40,467,3964,495,1580,3294,5030,1430,1430,165
1386,jasper,iowa,10240,8868,7108,10556,18776,0.3785683852,0.5622070729,1444,292,9396,10346,22,22,10195,8750,260,Jasper,-93.052619,41.685998,IA,37050,35907,850,NA,NA,15036,2.3,2.76,494,2150,1435,963,1638,11111,5858,3039,1261,18643,10925,21,781,5141,890,2763,4554,4773,1506,1506,181
1387,jasper,mississippi,5097,4193,4367,4032,8468,0.515706188,0.4761454889,1403,1091,3808,4081,19,19,4476,3660,43,Jasper,-89.120363,32.019338,MS,17383,8043,359,9059,258,6817,2.53,3.25,198,1110,826,795,1847,4225,2354,954,375,7466,6210,19,70,1668,892,2110,1805,1525,263,263,88
1388,jasper,missouri,12808,31345,10565,35058,48179,0.2192864111,0.7276614293,1020,1573,31846,13002,46,46,15718,31634,628,Jasper,-94.335564,37.201947,MO,115029,104783,746,2096,427,44505,2.53,3.05,1507,6451,6212,4278,9423,24430,16998,9286,4353,57997,30421,116,1956,14487,4076,10433,13223,12891,2656,2656,576
1389,jasper,south carolina,5727,4169,7789,6100,14216,0.5479037704,0.4290939786,586,80,2929,3828,19,19,5267,3363,100,Jasper,-81.024023,32.435176,SC,23634,9239,665,11208,772,7695,2.91,3.55,249,1494,627,1326,2416,5905,3130,997,404,11363,6984,0,482,1601,781,1883,2208,2108,412,412,158
1390,jasper,texas,3402,9924,2582,10578,13351,0.1933937533,0.7923002022,2478,1957,8328,4459,21,21,3636,8960,85,Jasper,-94.026774,30.740786,TX,35248,28286,175,5832,241,13466,2.54,2.95,661,2074,1016,1438,2933,9814,4873,2620,719,14333,13145,0,453,3544,1496,3090,3970,3457,1127,1127,153
1391,jay,indiana,3063,4643,1889,5697,7962,0.2372519467,0.7155237378,1555,1441,5425,2740,21,21,3746,4400,157,Jay,-85.009125,40.434145,IN,21441,20867,316,NA,NA,8288,2.56,3.05,284,1198,895,504,1686,6753,2410,1028,468,10891,5439,39,366,2264,483,1801,2788,2670,386,386,52
1392,jefferson,alabama,159658,141413,151581,130614,290111,0.5224931147,0.4502207776,846,2336,158504,132145,378,378,166015,149843,1768,Jefferson,-86.896716,33.552433,AL,656912,358121,126,274357,820,260441,2.47,3.1,9608,36129,44402,17392,41319,122668,99081,78995,46676,330602,189027,3197,6879,107651,23665,49426,68690,73284,26829,26829,9339
1393,jefferson,arkansas,17456,9515,15721,9231,25683,0.6121169645,0.3594206284,2205,536,10165,19536,178,178,18272,10614,563,Jefferson,-91.929077,34.26921,AR,78447,33697,341,41916,610,28048,2.63,3.3,1371,4371,6776,3021,6316,19137,11569,5927,2435,36010,25769,85,459,8477,3452,6499,8008,7257,2128,2128,228
1394,jefferson,colorado,153069,139960,151885,130233,309529,0.490697156,0.4207457136,876,2285,137251,123174,324,324,155020,129291,5157,Jefferson,-105.246813,39.587467,CO,528614,470455,288,5798,738,217018,2.41,2.95,6678,30774,33775,7920,17912,80896,84517,93000,49571,300927,123083,9326,17765,119570,9533,24362,46774,73258,37266,37266,11588
1395,jefferson,florida,3945,3808,3537,3930,7641,0.4628975265,0.514330585,1591,1599,3298,4134,15,15,4082,3794,72,Jefferson,-83.896458,30.420936,FL,14583,8822,309,5279,410,5233,2.66,3.19,130,794,471,838,1222,3910,2214,893,611,6509,5589,23,213,1912,549,962,1565,1595,356,356,97
1396,jefferson,georgia,4238,2992,3809,3057,6934,0.5493221806,0.4408710701,2387,54,3066,3447,10,10,4149,3061,24,Jefferson,-82.4153,33.053978,GA,16919,7178,131,9461,863,6281,2.64,3.33,224,1076,841,1182,1810,4808,1721,674,277,7263,5816,13,123,1438,1067,1691,1721,1529,210,210,37
1397,jefferson,idaho,1303,9895,976,8436,11471,0.0850841252,0.7354197542,2382,2135,7703,1084,18,18,1641,8540,260,Jefferson,-112.305477,43.821504,ID,24523,23003,372,NA,NA,7781,3.14,3.47,501,1757,1066,713,1270,4080,3934,1764,723,11262,5491,341,502,3153,330,1093,2290,3003,835,835,74
1398,jefferson,illinois,6080,9805,4408,11681,16818,0.2621001308,0.6945534546,2342,1240,10158,6712,37,37,7460,9293,376,Jefferson,-88.923508,38.300731,IL,39202,34630,55,3199,146,15364,2.4,2.92,541,2128,1780,1617,2788,9591,6511,2362,1428,18403,13128,133,680,4236,1566,3108,4488,4569,1214,1214,235
1399,jefferson,indiana,5728,7096,4325,8538,13461,0.3212985662,0.6342767996,1674,762,7763,5117,26,26,6255,7052,155,Jefferson,-85.437427,38.785518,IN,32393,30722,360,NA,NA,12667,2.4,2.97,294,1977,2346,966,2521,8381,4584,2114,1805,15738,10101,44,426,3971,1083,2565,3673,3975,960,960,146
1400,jefferson,iowa,4772,3429,3702,3738,8001,0.4626921635,0.4671916011,1491,12,3600,4388,13,13,5028,3321,152,Jefferson,-91.948011,41.033282,IA,16643,14862,50,NA,NA,6826,2.3,2.93,126,965,1201,346,675,3915,2167,2030,1569,9374,4419,67,843,3436,764,1313,1695,2293,489,489,138
1401,jefferson,kansas,2883,4647,2483,5112,8151,0.3046251994,0.6271623114,1097,795,5345,3226,14,14,3450,5058,183,Jefferson,-95.381731,39.228657,KS,19059,18399,37,NA,NA,7512,2.53,2.88,291,1356,760,351,712,5346,3065,1885,1001,10233,4706,16,547,3602,290,1024,2051,2879,992,992,159
1402,jefferson,kentucky,186164,148415,190824,143758,352778,0.5409180845,0.4075027354,1808,123,164566,170158,515,515,196272,153865,3476,Jefferson,-85.661571,38.18795,KY,729452,540751,89,149689,4,300561,2.38,3.04,10907,39396,47414,20276,44084,144660,110969,84938,55662,381670,195922,11661,9120,121966,26680,54763,80875,88134,31624,31624,9315
1403,jefferson,louisiana,70000,102325,73540,100292,181388,0.4054292456,0.552914195,1120,175,117692,71936,268,268,64853,113008,2830,Jefferson Parish,-90.102407,29.717919,LA,431019,276992,239,112803,9,162881,2.61,3.25,6148,21764,24932,19883,31675,94120,65076,46122,21994,225819,119831,2999,5351,66013,11322,28238,44624,49584,17941,17941,5669
1404,jefferson,mississippi,3508,431,3337,489,3859,0.8647317958,0.126716766,1202,2367,627,2798,15,15,3295,450,43,Jefferson,-91.034917,31.730468,MS,7970,NA,NA,6865,232,2831,2.58,3.23,55,485,425,420,834,2175,752,761,338,2537,3839,0,169,662,684,756,733,525,119,119,14
1405,jefferson,missouri,41570,53973,31546,68973,105969,0.2976908341,0.6508790307,1535,913,46624,46057,73,73,53457,50793,1432,Jefferson,-90.537308,38.255887,MO,216262,209181,479,1769,490,80083,2.68,3.12,3455,12952,11597,6067,14613,49525,36028,15135,7862,116419,50911,137,2754,29918,4036,11235,19084,30986,11369,11369,1070
1406,jefferson,montana,2256,4042,1975,4099,6535,0.3022188217,0.6272379495,864,808,3843,1880,14,14,2574,3525,220,Jefferson,-112.105376,46.177484,MT,11166,10677,597,NA,NA,4428,2.35,2.75,88,746,304,305,315,2556,1616,1569,961,5780,3276,0,780,2239,205,572,1202,1538,692,692,89
1407,jefferson,nebraska,1185,2156,831,2387,3430,0.2422740525,0.6959183673,490,1332,2586,1347,11,11,1504,2091,65,Jefferson,-97.145681,40.168316,NE,7708,7573,54,NA,NA,3279,2.34,2.95,108,511,201,219,351,2241,1240,518,291,4257,2019,14,339,1173,317,691,920,1094,147,147,24
1408,jefferson,new york,15345,16279,12289,19947,34263,0.3586667834,0.5821731897,2410,434,19368,15305,91,91,16222,18593,415,Jefferson,-76.054296,43.994023,NY,115069,100779,670,5533,688,44109,2.53,3,2026,6452,6363,2032,6712,26131,14076,8392,6043,58111,31258,416,1796,13478,3408,8438,13215,13738,3761,3761,572
1409,jefferson,ohio,14960,16729,9483,20668,31346,0.3025266382,0.6593504753,126,926,16887,18674,82,82,17266,17216,729,Jefferson,-80.761686,40.382728,OH,70041,64419,96,3563,440,29130,2.31,2.86,618,3635,4611,1769,4481,22056,9309,4569,2407,31550,26255,257,803,7478,3112,6890,8639,7854,2084,2084,252
1410,jefferson,oklahoma,602,1632,365,1905,2345,0.1556503198,0.8123667377,475,2157,1546,1057,11,11,805,1649,0,Jefferson,-97.840491,34.099101,OK,6435,5535,1083,NA,NA,2488,2.5,3,110,338,104,269,803,1915,774,353,141,2657,2400,3,187,582,299,598,830,579,147,147,22
1411,jefferson,oregon,3238,4576,2892,5337,8874,0.3258958756,0.6014198783,1019,622,4723,3202,5,5,3648,4360,177,Jefferson,-121.171493,44.632684,OR,21652,15981,706,NA,NA,7795,2.72,3.18,238,1276,653,1077,1367,5138,3266,1452,776,9822,6822,28,477,1978,516,1466,2562,2381,668,668,88
1412,jefferson,pennsylvania,4535,12288,3437,14533,18551,0.1852730311,0.7834079025,119,1955,13242,6021,37,37,6132,11248,284,Jefferson,-78.999777,41.127291,PA,45244,44536,779,NA,NA,18236,2.47,3.01,414,2427,1572,1303,2862,17219,4064,2568,1223,21182,15409,14,602,4574,1405,4518,5740,5112,1019,1019,224
1413,jefferson,tennessee,4230,13037,3490,14760,18994,0.1837422344,0.7770875013,135,1939,11617,5469,11,11,5177,13092,262,Jefferson,-83.447215,36.050118,TN,50600,48372,267,1184,262,19597,2.49,2.99,537,2893,3296,2856,4741,12211,7135,2827,1793,24586,16008,89,578,5666,2051,4495,5513,5632,1245,1245,346
1414,jefferson,texas,44626,43214,42404,42828,87363,0.4853771047,0.4902304179,1678,14,44412,47050,117,117,44854,42877,436,Jefferson,-94.140023,29.859568,TX,249349,133579,138,84557,833,90671,2.57,3.18,3999,14645,15811,11537,18643,53293,39737,19748,9145,113403,83161,819,1909,30759,8762,18476,23956,25491,8656,8656,2336
1415,jefferson,washington,11985,6113,11987,5716,19145,0.6261164795,0.2985635936,2165,820,6568,11398,41,41,12914,6195,392,Jefferson,-123.575786,47.844076,WA,29574,27015,338,NA,NA,14194,2.02,2.52,276,1296,877,245,1127,5832,6202,4552,3606,13147,12446,179,1197,4495,1383,2411,3991,4177,1496,1496,326
1416,jefferson,west virginia,10215,11090,9458,13144,24007,0.3939684259,0.5475069771,1519,197,10442,9202,31,31,11606,10526,251,Jefferson,-77.863627,39.307105,WV,52033,46071,452,3389,404,19164,2.64,3.1,605,3004,4590,1148,3955,11426,6018,5785,3772,27392,13696,933,1239,9618,694,2108,4469,6759,3192,3192,905
1417,jefferson,wisconsin,20136,23489,16559,23409,42324,0.3912437388,0.5530904451,2262,226,23775,17926,42,42,21448,21095,526,Jefferson,-88.780296,43.020464,WI,82778,79562,601,NA,NA,31442,2.55,3.07,1167,4657,6685,1898,4026,19843,11502,8398,3953,46854,18389,90,1635,12393,1618,4530,7996,12082,3808,3808,527
1418,jeffersondavis,georgia,1271,3994,901,4102,5089,0.1770485361,0.8060522696,1355,2070,3549,1277,11,11,1350,3847,50,Jeff Davis,-82.635986,31.801589,GA,14558,11217,577,2280,1073,5567,2.58,3.02,391,833,442,925,1336,4032,1280,721,333,6257,4712,0,58,1295,586,1486,1811,1388,263,263,7
1419,jeffersondavis,louisiana,3483,10014,3080,10775,14277,0.2157315963,0.7547103733,2418,1702,8055,4745,23,23,3923,9277,300,Jefferson Davis Parish,-92.815539,30.268561,LA,31500,25033,351,5129,406,11786,2.65,3.2,516,1886,922,1931,3021,8508,3481,1717,630,13531,10324,63,165,3134,985,2859,2841,3675,969,969,137
1420,jeffersondavis,mississippi,4094,2439,3720,2466,6237,0.5964405964,0.3953823954,242,358,2668,2959,21,21,3924,2512,37,Jefferson Davis,-89.823388,31.564423,MS,12666,5003,899,7487,263,4904,2.53,3.08,28,882,441,635,1671,2784,1877,761,266,5239,4738,0,25,940,916,1437,1370,986,124,124,37
1421,jeffersondavis,texas,440,717,422,694,1175,0.3591489362,0.5906382979,1140,464,764,378,6,6,467,746,16,Jeff Davis,-104.134891,30.716095,TX,2340,2166,1159,NA,NA,999,2.13,2.46,52,282,35,133,124,355,364,368,180,1146,822,6,104,405,46,271,247,294,107,107,14
1422,jenkins,georgia,1487,1884,1108,1892,3034,0.3651944628,0.623599209,2448,559,1896,1493,7,7,1482,1936,21,Jenkins,-81.960423,32.788661,GA,8400,5051,652,3026,721,3125,2.67,3.33,247,532,313,695,940,2154,600,439,272,3748,2791,19,51,623,348,1080,760,602,133,133,81
1423,jennings,indiana,3818,6112,2364,8222,11115,0.2126855601,0.7397210976,2074,1658,6864,3538,25,25,5302,6257,261,Jennings,-85.628193,38.996226,IN,28470,27824,936,NA,NA,11007,2.55,3.01,490,1862,1043,1072,2388,8672,3812,977,405,13952,7695,68,371,2825,850,1912,3761,3660,704,704,46
1424,jerauld,south dakota,452,538,264,648,967,0.2730093071,0.6701137539,1569,1098,736,482,5,5,535,535,17,Jerauld,-98.622396,44.062161,SD,2038,1998,467,NA,NA,903,2.25,2.79,20,104,28,140,132,682,374,118,53,1059,691,0,132,313,67,231,303,193,52,52,31
1425,jerome,idaho,1699,4804,2117,7347,10667,0.198462548,0.6887597263,1933,1485,5177,1344,11,11,1794,4897,156,Jerome,-114.26293,42.691745,ID,21282,19623,658,NA,NA,7229,2.94,3.51,475,1464,678,1630,1893,3746,2982,1112,393,9905,5357,0,498,2362,537,1382,2664,1972,502,502,53
1426,jersey,illinois,3656,6032,2673,7737,10909,0.2450270419,0.7092309103,1896,1373,5434,4596,25,25,5036,5320,212,Jersey,-90.358353,39.088432,IL,22932,22453,556,NA,NA,8626,2.57,3.03,414,1309,1458,691,1276,5591,3835,1354,1092,11755,6462,20,415,3158,427,1330,2217,3299,1002,1002,130
1427,jessamine,kentucky,6001,14232,6144,15474,23292,0.2637815559,0.6643482741,2663,1115,12972,5476,37,37,6236,13710,267,Jessamine,-84.582333,37.871789,KY,47073,44178,88,1478,258,17482,2.6,2.99,630,2966,3475,1531,2926,9295,6163,4983,3271,24994,11451,7,1265,7590,1384,2875,4789,5698,1648,1648,497
1428,jewell,kansas,225,1220,180,1204,1483,0.12137559,0.8118678355,22,2261,1494,384,25,25,312,1229,40,Jewell,-98.218036,39.785619,KS,3151,3088,597,NA,NA,1455,2.17,2.66,37,159,89,78,145,829,720,336,119,1556,1050,0,93,587,131,324,486,437,46,46,22
1429,jimhogg,texas,1301,356,1635,430,2119,0.7715903728,0.2029259084,198,1841,712,1344,6,6,1336,472,7,Jim Hogg,-98.678037,27.048922,TX,5211,4152,724,NA,NA,1738,2.99,3.41,57,374,221,476,473,1291,399,274,103,2411,1583,0,126,407,308,291,439,613,46,46,21
1430,jimwells,texas,6492,4595,6688,5411,12346,0.5417139154,0.4382796047,266,38,5808,6824,22,22,6683,4825,53,Jim Wells,-98.0904,27.733396,TX,40631,36451,906,NA,NA,13441,2.9,3.45,760,2917,1294,3671,3587,8348,5180,1676,936,17558,12452,49,415,4102,1514,3268,3603,3491,997,997,175
1431,jodaviess,illinois,5660,5529,4452,6113,11177,0.3983179744,0.5469267245,570,178,6171,5310,29,29,6392,5163,177,Jo Daviess,-90.210057,42.36449,IL,22728,21926,1083,NA,NA,10001,2.24,2.69,261,1200,774,634,1180,6507,3243,2402,1413,12424,6260,136,986,3662,562,1557,2861,3607,930,930,167
1432,johnson,arkansas,2785,5045,2421,6072,8997,0.2690896966,0.6748916305,1507,1132,4300,3621,22,22,3043,4911,224,Johnson,-93.461165,35.569018,AR,25180,23945,84,NA,NA,9350,2.65,3.3,344,1340,1004,1813,2026,6584,3046,1689,722,11268,8192,114,136,1938,1125,2877,2801,1852,520,520,115
1433,johnson,georgia,1305,2440,1136,2519,3682,0.3085279739,0.6841390549,355,1009,2279,1263,9,9,1198,2426,20,Johnson,-82.656169,32.702215,GA,9967,6187,597,3629,1089,3334,2.52,3.07,128,580,398,735,1624,2477,974,414,195,3737,4230,0,220,754,535,1027,748,675,218,218,91
1434,johnson,illinois,1571,3959,1135,4644,6017,0.1886322087,0.7718131959,1462,1896,3997,1813,17,17,1477,3138,100,Johnson,-88.874185,37.459435,IL,12710,10800,400,1726,384,4396,2.24,2.69,100,651,429,528,1449,2898,2206,846,308,4078,6431,39,106,1222,467,878,1293,1386,292,292,25
1435,johnson,indiana,17080,39136,17318,45456,66229,0.2614866599,0.6863458606,1180,1218,37765,13109,107,107,21536,36471,561,Johnson,-86.096135,39.489565,IN,135994,128589,611,1791,167,51080,2.57,3.06,1968,7853,7086,2565,5957,30904,18345,15515,7537,71811,32410,178,2485,23548,2020,6265,11887,19184,7961,7961,1673
1436,johnson,iowa,50090,23556,49942,20993,75637,0.6602853101,0.2775493475,1225,1043,22287,40431,58,58,50708,20639,879,Johnson,-91.589563,41.665667,IA,126994,109894,658,5534,553,50985,2.32,2.93,1870,4522,30178,1789,1836,13275,12840,20215,16921,75817,28822,4173,2577,32520,4878,8892,11164,15897,6025,6025,2096
1437,johnson,kansas,107651,155442,126324,133907,279753,0.4515554793,0.4786615336,2400,608,153718,95002,450,450,124142,149816,3603,Johnson,-94.822151,38.88435,KS,531228,464004,122,21387,959,210278,2.51,3.05,8044,30327,33719,5901,9662,58719,73673,116922,62722,303584,102654,1185,15250,139949,6209,18491,42175,72924,38386,38386,15595
1438,johnson,kentucky,1723,7095,1250,8043,9560,0.1307531381,0.8413179916,2251,2308,5940,3288,31,31,2413,5964,161,Johnson,-82.829564,37.844267,KY,23325,22936,828,NA,NA,9151,2.51,2.94,351,1036,752,2257,2920,5748,2734,943,739,8960,9599,17,156,1833,1376,2598,2259,2122,538,538,186
1439,johnson,missouri,7661,12750,5924,13702,21087,0.2809313795,0.6497842272,2435,976,12194,7778,11,11,9474,12178,417,Johnson,-93.808599,38.749005,MO,52041,46918,284,2213,338,19184,2.5,2.99,718,2645,8680,845,1909,9516,7782,4220,2902,27281,14266,138,859,6271,1484,3873,5221,6398,1736,1736,172
1440,johnson,nebraska,790,1223,560,1348,2051,0.2730375427,0.6572403706,2458,1050,1458,885,9,9,914,1139,42,Johnson,-96.266085,40.39631,NE,5211,4668,1039,NA,NA,1980,2.13,2.72,118,286,105,312,398,1745,803,325,148,2349,2070,0,161,500,198,399,580,675,113,113,6
1441,johnson,tennessee,1483,4611,988,5400,6556,0.1507016473,0.8236729713,1731,2206,4632,1810,12,12,1837,4620,133,Johnson,-81.8589,36.457805,TN,18190,17475,991,NA,NA,7376,2.26,2.72,203,783,270,1598,2594,5355,1992,826,545,7495,7810,18,186,1640,1006,2080,2223,1749,215,215,60
1442,johnson,texas,10481,37609,10976,44370,57270,0.1916535708,0.7747511786,1398,1895,34739,12311,35,35,12903,36683,355,Johnson,-97.364638,32.377955,TX,147611,134838,1084,3973,297,50425,2.87,3.25,2192,8877,5781,6176,11078,33015,23157,11124,4028,72314,39220,250,1608,19245,2115,7197,13556,18265,6149,6149,1288
1443,johnson,wyoming,749,3362,638,3477,4349,0.1467003909,0.7994941366,1197,2143,3231,736,17,17,908,3334,84,Johnson,-106.587406,44.039657,WY,8307,8043,800,NA,NA,3731,2.2,2.79,108,490,302,106,219,2092,1488,995,512,4458,2244,0,437,1584,214,723,1086,1097,345,345,129
